"ID","TARGET_D","GiftCnt36","GiftCntAll","GiftCntCardAll","GiftAvgLast","GiftAvg36","GiftAvgAll","GiftTimeLast","GiftTimeFirst","DemAge","DemGender","DemHomeOwner","DemMedHomeValue","DemPctVeterans","DemMedIncome"
156414,20,1,4,3,20,20,12.5,24,53,81,"F","H",218400,15,65398
91779,20,1,1,1,20,20,20,17,17,37,"F","H",106300,49,61655
99736,20,1,21,11,17,17,5.57,26,94,46,"F","U",49600,38,45583
152528,20,1,1,1,15,15,15,17,17,55,"F","H",160600,42,0
161230,20,3,17,12,20,15.67,15.76,17,126,45,"F","U",74600,32,36027
68589,20,3,7,5,18,16.33,13.57,16,65,68,"M","H",166200,42,123516
145885,20,1,1,1,20,20,20,15,15,59,"F","H",313000,22,56395
13288,20,6,10,6,20,17,15.3,8,41,48,"F","H",89600,48,57365
145905,20,4,4,3,20,25,25,21,33,86,"M","H",232800,26,56395
64165,20,3,5,3,15,10,7.8,23,40,33,"F","H",59400,25,50303
55552,20,2,10,7,17,16,8.4,15,126,65,"M","U",36300,22,26495
76851,20,3,4,3,15,20,16.25,21,42,82,"M","H",46600,30,47981
24040,20,3,13,7,16,12,8.77,23,128,62,"M","H",78100,46,41794
97210,20,3,9,5,27,27,26.44,24,67,37,"F","H",51800,22,47500
89358,20,2,3,2,20,15,11.67,18,43,59,"M","H",73200,22,74919
159319,20,1,6,5,16,16,10.67,21,109,52,"M","H",582800,27,120743
35328,20,3,14,10,18,16.67,11.64,18,130,39,"M","H",145400,31,68639
182754,20,1,3,2,15,15,10,18,44,63,"M","H",54000,39,42556
4522,20,3,11,4,10,23.33,16.09,5,78,83,"M","U",235600,27,0
36165,20,2,3,2,10,22.5,18.33,16,24,72,"M","U",156900,56,68845
175112,20,1,1,1,20,20,20,17,17,40,"F","H",301800,31,74492
57162,20,2,4,2,15,13,11.5,18,41,42,"F","U",46300,33,45560
157660,20,2,4,2,20,20,16.5,25,76,65,"F","H",581100,43,92510
171612,20,3,8,4,10,11,8.38,16,54,59,"F","H",153700,25,71424
157284,20,1,2,1,20,20,15,18,37,82,"F","H",550000,31,88905
188721,20,1,11,3,20,20,12.45,5,113,73,"F","U",115900,27,76293
87771,20,2,6,1,20,16.5,13.33,19,57,33,"F","H",166700,30,83754
87775,20,2,4,3,20,18,14.5,24,65,48,"F","H",155400,31,83754
156449,20,4,4,3,10,8.25,8.25,21,33,61,"F","U",326100,32,47580
118831,20,1,1,1,20,20,20,21,21,35,"F","H",85000,16,70769
87395,20,5,10,6,21,19.4,15.1,18,91,80,"F","U",84200,30,48958
161023,20,1,7,4,20,20,14.86,24,120,69,"M","H",88300,38,0
156266,20,1,7,1,18,18,13.57,18,81,60,"F","H",392100,40,70092
161129,20,2,21,14,14,12,11.95,18,126,75,"F","H",109100,41,49384
137998,20,3,11,5,20,20,17.09,23,113,50,"F","H",54700,33,29149
145310,20,1,9,5,20,20,18.33,25,76,48,"F","U",310000,20,0
5366,20,5,8,4,20,8.2,13.88,18,108,48,"F","H",152200,48,48028
89174,20,2,4,2,27,27,22.25,24,81,17,"M","H",532400,39,122794
144974,20,2,2,2,15,10,10,24,33,48,"M","H",340400,23,75923
155388,20,2,2,0,15,12.5,12.5,15,20,65,"F","H",88300,39,32593
77695,20,2,3,2,15,17.5,15,16,41,39,"M","H",104000,29,67825
138311,20,4,13,4,12,11.75,9.77,18,68,83,"F","H",170800,34,85679
99813,20,4,4,0,17,11,11,15,32,50,"M","H",46000,44,55918
174833,20,3,10,8,20,20,13.2,25,113,77,"F","H",95300,38,69310
1685,20,4,4,3,26,14,14,22,33,67,"U","U",113000,36,0
160424,20,1,4,2,17,17,14.25,18,87,65,"M","H",158200,23,47649
154544,20,3,30,16,17,16,7.94,17,130,44,"F","U",65300,45,0
157204,20,1,7,3,16,16,13.14,18,89,55,"F","H",240000,28,46867
183722,20,2,20,11,19,18,12.2,17,120,49,"F","U",68400,41,0
153689,20,3,4,3,20,11.67,9.5,17,40,67,"F","H",243000,36,60058
99246,20,3,15,8,20,15,10.27,21,112,75,"F","U",18200,30,31172
81241,20,2,8,5,20,17,10.5,19,57,52,"M","H",41900,38,42786
139500,20,1,15,10,12,12,8.27,26,129,81,"F","H",80500,32,49243
146392,20,1,1,0,20,20,20,20,20,39,"F","H",201600,41,64942
139628,20,4,25,15,25,21.25,17.16,19,123,59,"M","H",69100,40,48511
49455,20,2,10,6,20,15,6.9,18,105,75,"F","U",235700,52,49425
179423,20,1,1,1,20,20,20,17,17,82,"F","H",165400,21,66949
66220,20,2,4,3,20,20,21.25,17,81,53,"M","H",81600,40,67860
159623,20,1,5,3,16,16,9.8,21,72,49,"F","U",39700,28,50097
108371,20,4,6,3,25,23.75,24.17,18,33,83,"F","U",71700,22,23826
57647,20,3,9,7,30,26.67,17.22,23,92,24,"M","H",72400,33,63009
171609,20,2,4,3,15,15,13,16,44,55,"F","H",153700,25,71424
144691,20,1,5,2,20,20,20,20,76,50,"M","H",580600,31,121601
45390,20,2,11,3,15,15.5,12.27,26,85,7,"F","U",98900,32,0
180175,20,3,14,7,15,16.67,14.07,24,115,70,"F","U",93800,26,0
85204,20,2,12,9,18,18,11.92,25,93,75,"M","H",35900,30,51125
180428,20,2,5,3,20,18.5,18,18,105,49,"M","H",139000,37,60963
67900,20,2,2,0,20,17.5,17.5,26,32,49,"M","H",29400,14,45610
34909,20,4,17,14,10,12.5,9.76,20,127,62,"M","H",65400,31,42475
140481,20,2,8,4,20,15,8.75,24,75,45,"F","H",63600,30,32823
43799,20,2,6,2,20,16,13.17,17,76,39,"F","H",104400,35,42230
48691,20,2,8,4,20,12.5,10,16,81,70,"F","H",73300,38,34142
143069,20,3,5,3,25,15.33,15.2,18,41,71,"M","H",343100,14,79042
105371,20,3,17,11,20,16.67,17.18,20,105,65,"U","U",20800,32,0
150177,20,3,4,1,16,12.67,10.75,17,44,77,"M","H",204400,23,53750
21802,20,1,14,9,20,20,8.5,23,127,62,"F","U",58600,38,38069
40637,20,6,20,11,24,19,12.5,22,124,65,"F","H",84200,0,0
3009,20,4,16,8,15,11.5,9.88,16,77,49,"F","H",118400,43,49566
149498,20,2,6,4,20,25,21.67,26,64,59,"U","H",574200,37,118256
149121,20,3,3,1,16,12,12,20,33,49,"M","H",323700,31,95596
149089,20,2,2,2,20,21.5,21.5,22,29,71,"F","H",568700,28,103584
83094,20,2,5,2,18,17,13.6,18,77,85,"F","U",69900,33,62450
65481,20,3,4,3,20,18.33,15,15,39,53,"M","H",66300,35,65871
164697,20,2,10,6,15,12.5,5.6,19,125,80,"F","U",223500,29,70881
47525,20,3,3,0,18,14,14,15,32,61,"M","H",34900,23,27410
185803,20,3,14,6,20,20,15,9,125,59,"M","H",88700,0,70928
181998,20,2,11,4,15,11.5,6.27,24,105,35,"U","U",122200,37,0
12003,20,3,16,5,30,16.67,12.31,8,75,68,"F","U",362600,20,66971
105331,20,2,2,0,20,12.5,12.5,18,30,49,"M","H",23700,56,40250
31959,20,0,1,0,25,0,25,19,19,63,"M","H",154800,44,92425
34120,20,4,15,6,20,20,17.87,22,97,77,"F","H",71700,36,45466
179376,20,1,10,7,15,15,9.1,18,124,39,"F","H",153300,0,67774
65746,20,1,6,6,15,15,10,23,104,32,"M","U",78000,47,59924
145786,20,2,10,5,15,15,7.3,24,113,78,"M","U",212600,31,60733
90482,20,1,8,4,16,16,11.13,20,75,47,"M","H",150900,21,72339
142487,20,2,2,0,20,15,15,25,32,77,"F","H",543800,17,27951
45870,20,3,6,3,15,11.67,9.33,21,80,67,"M","H",51800,39,34699
145275,20,3,10,6,18,16.67,12.2,25,68,66,"F","U",383300,13,0
80310,20,1,2,0,15,13,14,19,20,53,"M","H",64000,33,49923
144906,20,1,1,1,20,20,20,25,25,72,"U","H",378100,21,86116
33284,20,5,10,5,50,25,22.5,19,41,67,"M","H",69600,41,48490
142765,20,4,11,5,20,17,13.18,17,76,31,"M","U",257800,13,32768
46178,20,7,7,5,10,12.29,12.29,18,29,49,"F","H",109600,40,48866
190634,20,4,21,17,10,10,8,17,128,80,"U","U",83400,46,0
661,20,7,17,12,25,20.14,19.47,10,73,32,"M","H",180100,37,40805
188812,20,2,3,1,20,16,17.33,5,30,78,"M","U",107600,36,76915
80505,20,3,9,6,15,15,12.11,24,123,61,"F","H",67300,22,62442
102665,20,4,4,3,10,8.75,8.75,16,28,57,"M","H",42400,47,41487
142579,20,2,7,6,15,15,10.71,23,65,77,"F","H",314900,44,39013
142466,20,9,16,6,24,19.78,17.88,12,76,59,"F","U",95100,12,22928
103876,20,2,3,2,20,13.5,10.67,21,40,67,"F","H",61300,53,42043
37090,20,2,10,4,16,16,13.7,25,65,67,"M","H",136300,14,91874
102741,20,2,7,4,20,20,14.43,23,105,75,"F","U",23800,35,35884
5510,20,8,37,14,15,11.13,10.54,11,128,85,"F","U",70500,0,0
175535,20,4,5,3,13,12,10.6,16,40,36,"M","U",90400,27,55137
175579,20,1,3,1,15,25,16.67,18,44,49,"F","U",37700,39,0
154114,20,3,12,8,20,17.33,12.67,18,129,60,"F","U",77500,26,0
45431,20,2,3,1,20,17.5,15,17,44,71,"F","H",49200,49,33933
140652,20,1,1,1,20,20,20,16,16,66,"F","U",57400,32,0
140632,20,2,5,2,16,13,14.2,15,81,68,"F","U",56000,59,0
114942,20,2,2,2,20,12.5,12.5,16,28,75,"F","H",32500,22,38578
140135,20,2,11,9,20,18,14.82,18,110,58,"F","H",50600,25,31063
191528,20,2,4,1,16,13,8.5,18,52,56,"F","U",81400,28,54137
110425,20,1,3,1,20,20,13.33,25,39,45,"F","H",30500,21,23239
140049,20,4,7,4,10,13.5,9.86,15,41,52,"F","U",62900,32,25833
22779,20,4,15,12,20,20,12.53,20,127,40,"M","H",53500,28,33862
3252,20,1,10,5,10,16,10.8,10,79,82,"F","H",87800,41,50160
134115,20,5,11,8,15,14.2,11.45,15,65,40,"M","U",0,7,0
22696,20,3,4,3,10,8.67,11.5,17,24,35,"F","U",63000,27,45833
139074,20,3,10,7,10,15,12.2,20,92,76,"M","H",68400,34,0
139062,20,3,13,5,16,15.67,10.31,24,92,62,"F","H",59200,0,31414
184644,20,1,1,1,25,25,25,20,20,71,"M","U",159400,20,0
120022,20,3,3,1,10,10,10,22,32,43,"F","H",82500,55,43918
138814,20,6,10,7,6,12.33,9.7,18,45,43,"F","H",94000,40,49306
70944,20,1,1,0,20,20,20,19,19,22,"F","U",35700,29,46487
176107,20,3,15,11,21,16.33,11.53,15,128,68,"F","H",92600,36,43004
145214,20,2,4,2,20,16,13,16,75,51,"F","U",177800,33,0
162392,20,2,7,5,20,20,11.86,24,81,74,"M","H",383900,23,83937
169722,20,0,1,0,25,0,25,23,23,50,"F","U",142800,17,0
1101,20,8,24,13,15,14.88,11.58,9,92,55,"F","H",48300,33,35567
29875,20,1,1,1,20,20,20,24,24,38,"M","U",148300,28,61802
137626,20,1,1,1,20,20,20,21,21,49,"M","H",67500,23,47778
6443,20,1,13,3,25,25,14.69,21,93,72,"M","H",59500,46,37481
44243,20,2,6,3,14,16,12.67,18,68,81,"F","U",160300,49,50864
92241,20,2,21,13,15,15,7.62,26,130,63,"M","H",125000,28,81739
81945,20,2,3,1,15,15,15,18,28,33,"M","H",84000,34,58169
109961,20,3,3,1,20,10,10,18,29,48,"F","U",30400,24,0
3553,20,6,14,7,25,21.17,16.29,4,65,81,"M","H",73200,40,52406
152990,20,4,10,6,15,12.5,10,22,93,36,"F","U",177500,30,0
69465,20,1,3,2,15,15,10,21,40,51,"M","H",157200,23,85873
34475,20,3,5,4,27,24,20.4,21,88,67,"M","H",69600,47,43551
44009,20,1,8,3,20,20,9.38,18,81,86,"F","H",108600,28,51648
90532,20,1,10,2,12,12,11.2,18,88,28,"M","H",72700,24,81869
146462,20,4,17,13,20,17.75,9.76,16,127,83,"M","H",221300,37,67986
146341,20,2,10,7,15,17.5,9.9,26,111,80,"M","H",239700,24,42822
58728,20,1,5,4,20,20,10.4,20,98,49,"M","U",18400,19,31950
36776,20,5,6,4,11,10.2,9.5,16,33,71,"M","H",65300,22,46301
135284,20,1,2,2,20,20,20,23,41,43,"F","U",117200,34,45942
51731,20,4,12,7,16,18,10.75,27,88,46,"M","H",64000,38,38699
135248,20,2,11,4,20,20,11.82,26,113,80,"M","U",59600,38,0
135098,20,1,12,7,15,15,7.58,26,126,66,"F","H",69900,40,37068
21757,20,3,7,3,20,18,14.57,18,76,63,"F","H",52900,27,36151
6198,20,4,23,17,20,20,13.65,4,105,86,"F","U",194100,17,0
22425,20,1,11,6,10,10,13.82,18,113,59,"F","U",45400,34,38566
12819,20,2,9,7,15,20.5,13.44,10,105,86,"F","U",128400,31,0
56833,20,2,7,4,20,20,12.71,20,57,46,"F","H",86700,31,75367
43564,20,1,1,1,20,20,20,24,24,52,"M","H",116500,49,43692
6845,20,5,60,26,90,14.6,16.87,19,128,77,"F","H",55100,37,45292
148131,20,3,4,1,15,11.67,10,26,42,41,"F","H",399200,22,97052
29373,20,4,18,9,20,18.25,14.89,17,93,43,"F","H",86000,37,62307
132567,20,2,3,3,20,18,15.33,23,38,63,"F","H",98500,33,61875
43086,20,3,3,2,7,7.33,7.33,17,24,72,"F","U",79500,28,0
147838,20,3,8,5,20,19.33,16,17,62,67,"F","H",373800,28,65906
82737,20,6,7,5,12,10.33,9.57,17,41,81,"M","H",143000,43,68536
74701,20,1,7,3,20,13,9.14,17,56,78,"U","U",36000,41,0
20631,20,5,11,6,15,9.6,7.36,15,56,42,"F","H",61500,31,44082
24272,20,5,10,6,20,16,12.4,16,111,74,"F","H",66400,35,43508
32552,20,3,10,4,14,14.33,7.5,25,86,59,"F","H",122900,28,49601
131600,20,2,6,1,15,12.5,8.83,18,68,85,"M","H",83600,47,43088
2781,20,1,2,2,15,15,9,17,17,52,"F","H",243200,23,42637
131434,20,1,1,1,20,20,20,23,23,71,"F","H",86200,32,60940
165302,20,2,12,8,20,20,11.08,16,127,75,"U","U",281100,44,0
29141,20,3,7,2,15,13.67,11.86,16,63,50,"M","H",52300,24,41277
130969,20,3,10,6,7,7.33,7.1,20,87,67,"F","H",130900,39,82448
176948,20,3,3,2,17,17.33,17.33,22,34,73,"M","H",48000,31,41801
153864,20,3,9,3,16,14.67,9.89,17,65,45,"F","H",337000,17,110715
130756,20,2,8,4,20,19,15,16,109,50,"U","U",240800,29,0
130554,20,3,20,9,10,11.33,12.7,18,127,43,"F","H",66300,42,58973
130530,20,1,1,0,20,20,20,20,20,57,"F","H",69800,25,58973
130239,20,1,1,1,20,20,20,24,24,41,"M","U",73900,40,42775
73852,20,2,3,2,20,20,20,22,51,34,"M","H",111400,32,77218
95654,20,2,6,2,20,16,10.67,17,76,64,"M","H",67700,24,59774
129947,20,2,2,1,20,20,20,24,31,53,"F","H",55200,64,30683
173997,20,2,3,3,20,20,20,20,53,60,"M","H",350000,39,41261
151698,20,2,3,2,20,20,15,19,40,65,"M","H",38800,45,34129
129822,20,2,5,3,25,20,12.2,24,113,50,"F","H",133100,34,92252
42937,20,2,7,2,20,20,15.57,16,104,50,"M","H",94400,37,38632
18896,20,4,5,3,12,13.25,11.6,18,41,62,"M","H",81600,42,44986
73504,20,1,7,5,20,20,13.86,19,75,58,"F","H",46000,37,41395
178826,20,2,6,4,15,15,10.83,16,55,46,"U","U",87200,29,0
32350,20,2,12,7,19,18,13,18,103,79,"M","H",91300,51,0
129374,20,2,4,0,20,20,13,18,56,67,"M","H",104200,31,73194
129184,20,5,6,2,20,19,16.67,19,45,65,"M","U",133700,61,0
14437,20,2,29,14,16,12.5,8.34,22,105,70,"M","H",84400,36,61278
188778,20,3,8,5,20,16.67,13.25,5,113,41,"U","U",63500,0,0
47869,20,2,5,4,50,55,37.2,21,53,73,"F","H",40200,32,35057
177329,20,2,2,2,20,20,20,21,29,49,"F","H",68400,34,46513
149152,20,1,1,0,20,20,20,19,19,53,"M","H",450700,19,93607
24030,20,2,5,2,20,20,12.2,18,68,64,"F","U",38300,5,41794
2586,20,1,3,2,25,20,20,6,19,55,"M","H",91600,19,45932
82739,20,2,3,2,20,15,11.67,18,38,35,"M","H",60400,41,68536
126888,20,0,1,0,20,0,20,22,22,41,"M","H",76400,31,67026
28337,20,2,3,1,20,14.5,11.33,20,40,69,"M","H",86000,26,75247
12515,20,7,24,9,15,13.14,11.46,17,110,78,"M","H",55300,23,42295
28718,20,1,1,1,20,20,20,21,21,75,"M","H",51200,13,29184
147529,20,2,8,4,25,27.5,25,25,104,59,"F","H",27900,21,30432
175637,20,2,3,1,20,12.5,15,18,69,52,"M","U",85800,40,72238
125506,20,2,5,2,17,16,12.2,17,83,42,"F","H",38400,38,33298
150043,20,1,1,1,20,20,20,24,24,65,"M","H",349100,28,79024
5272,20,1,7,3,16,16,12,26,109,72,"M","U",89500,44,63917
4513,20,2,8,6,20,19,13,26,104,69,"M","H",63000,35,51918
71682,20,2,5,3,17,16,10.6,16,76,42,"M","H",77000,30,51918
152822,20,1,3,3,15,15,10,19,43,31,"F","H",171400,30,50607
162300,20,2,9,5,20,17.5,9.89,18,114,77,"M","U",519000,33,0
11011,20,4,18,8,15,15,12.61,5,75,71,"M","H",55900,36,53090
21922,20,2,28,12,20,20,15.54,21,128,67,"F","U",84400,25,48269
124042,20,3,15,9,11,10,6.67,18,95,78,"M","H",46500,42,39341
71190,20,2,7,2,20,16,8.43,23,88,40,"M","H",59500,30,47340
54708,20,1,2,1,6,53,29.5,15,16,37,"F","H",38200,24,0
71043,20,5,19,9,25,16.6,12.26,18,111,62,"F","H",46600,29,44779
178085,20,1,14,9,20,20,10.43,26,121,53,"M","U",44300,28,36435
123359,20,1,4,4,20,20,12.75,17,57,47,"F","H",58300,31,50496
6587,20,3,14,8,20,16,13.57,22,92,75,"F","H",166400,47,41642
48551,20,2,2,2,20,15,15,22,29,53,"F","H",38000,26,33421
70863,20,1,14,9,16,16,6.57,18,130,79,"M","H",49400,40,41098
122664,20,1,1,1,20,20,20,23,23,52,"F","H",74500,23,63010
6292,20,2,25,8,14,19,13.24,5,126,81,"F","H",107900,34,70936
122256,20,5,7,6,3,4.8,4.71,21,38,43,"F","H",63700,18,41118
122090,20,4,14,9,5,5.5,4.79,18,78,47,"M","H",40500,34,32500
121759,20,3,5,2,17,15.67,12.4,21,44,41,"M","H",156500,51,95849
20015,20,1,8,2,21,21,13.38,23,63,44,"U","U",97300,31,0
169919,20,2,3,0,15,10,8.67,26,32,49,"F","H",65700,46,25782
114676,20,2,6,4,20,20,15.33,24,76,45,"U","U",106200,37,0
121202,20,3,8,5,10,19.67,13.88,15,56,54,"F","H",594600,25,105640
41222,20,2,9,6,20,20,11.44,18,125,32,"M","U",95600,30,0
149196,20,3,3,3,15,16.67,16.67,16,29,76,"M","H",327300,31,75731
61421,20,2,6,1,20,18.5,17.17,18,63,79,"F","H",66600,29,55011
551,20,1,24,10,21,16,15.33,9,119,85,"F","H",34000,29,36236
101673,20,3,6,2,25,15,10.83,18,45,40,"F","U",116200,30,0
120461,20,2,5,2,20,19,16.4,18,75,53,"F","U",54700,34,47607
72936,20,3,27,16,27,24.33,9.59,15,128,36,"M","H",45700,36,46678
120203,20,3,5,2,20,18.33,14,26,79,62,"F","U",56700,45,0
182180,20,3,3,2,20,16,16,19,30,49,"M","H",75400,49,56295
16871,20,2,12,4,20,20,14.75,23,69,75,"M","U",148800,20,79249
119843,20,1,7,4,15,15,14.29,24,93,85,"F","U",41700,32,51017
40655,20,1,9,5,20,20,11,18,69,61,"M","H",81000,50,55882
2085,20,6,13,8,20,19.67,19.31,7,64,52,"M","H",85200,41,55882
180787,20,1,1,1,20,20,20,17,17,37,"M","H",111300,38,65454
56124,20,2,6,2,20,22.5,15,25,53,46,"M","H",60000,0,0
167551,20,1,6,4,25,15,15.83,18,64,53,"F","H",235600,23,65766
118487,20,1,2,2,20,20,15,18,45,29,"F","U",42000,41,33072
178722,20,1,9,8,20,20,17,23,126,44,"F","H",107100,26,57601
85579,20,1,1,1,20,20,20,17,17,77,"F","U",52200,44,43944
118328,20,4,6,1,10,8.75,8.5,18,28,33,"F","U",51900,39,40275
39659,20,6,12,8,15,14,12.33,19,53,43,"M","U",89700,29,43310
7734,20,3,22,8,13,14.33,11.23,6,105,71,"M","U",68300,22,58750
68120,20,2,7,3,25,22.5,12.71,19,81,58,"F","H",69800,30,55183
117847,20,1,1,1,20,20,20,24,24,51,"M","H",39300,42,35216
186396,20,1,7,4,25,20,13.14,8,75,54,"M","H",67900,35,44611
125325,20,6,23,14,20,20.89,14.62,15,113,80,"M","H",85200,35,46217
117552,20,1,4,1,20,20,13.75,18,51,53,"F","H",265000,24,95073
117411,20,3,18,9,20,20,13.81,15,130,77,"F","U",90400,31,0
67789,20,3,4,2,20,15.67,13,18,42,53,"F","H",23300,21,29081
117054,20,2,2,1,20,15,15,24,32,48,"M","H",45200,24,33726
18750,20,3,6,3,15,13.33,12.5,25,53,45,"F","U",48200,26,0
116930,20,5,10,5,20,13.4,11.9,18,76,75,"F","H",376000,26,60094
53496,20,5,14,7,21,17.8,12.57,22,71,47,"F","H",62500,34,36549
116894,20,2,4,4,20,16.5,12.25,21,45,75,"M","U",107500,12,46951
132444,20,1,9,3,20,20,15,17,75,49,"F","H",54300,33,46792
126013,20,2,9,2,20,19,15.33,18,64,57,"M","U",69700,56,0
172068,20,13,18,10,14,13.08,11.94,16,45,51,"M","H",134500,34,47491
34735,20,1,1,1,15,15,15,15,15,61,"F","H",83800,0,0
61745,20,2,2,0,20,17.5,17.5,18,28,33,"M","H",56600,52,53504
116267,20,2,2,1,20,15,15,18,24,73,"F","H",108800,48,63851
165868,19,5,20,10,13,13.4,9.45,23,129,57,"M","U",148600,50,60453
109996,19,2,5,2,19,18,15.4,18,76,27,"F","H",79100,30,47985
157481,19,4,6,4,19,16.75,17,25,41,45,"U","U",243900,16,0
10719,19,3,9,3,10,11.33,11.56,4,40,83,"F","U",237500,0,91065
23412,19,4,4,3,12,11,11,16,29,45,"M","H",23700,26,44411
168078,19,4,15,9,20,18.5,13.67,19,113,62,"M","H",235700,39,76148
62232,19,3,5,2,17,17,14.6,16,51,55,"F","H",109700,26,70892
175057,19,3,9,6,18,18,12.11,16,80,46,"M","U",98700,37,0
118367,19,2,3,1,15,12.5,10,15,41,60,"U","U",46200,36,0
33512,19,1,2,1,16,16,13,16,21,63,"F","H",39700,23,42726
14319,19,5,10,1,12,12.8,10.7,18,40,71,"M","H",36800,34,26487
83279,19,2,7,3,15,17.5,9,24,65,52,"F","H",130000,41,92033
148569,19,3,5,2,16,12,10.4,20,40,58,"M","U",144300,9,0
172220,19,2,15,8,20,17,12.13,16,128,57,"M","H",67600,31,32764
79562,19,2,8,5,17,16,11.25,17,89,27,"M","H",67700,40,53851
136772,19,4,18,9,10,14,12.22,19,78,45,"U","U",80100,30,0
131913,19,4,12,5,20,18.75,13.25,24,89,81,"F","H",110900,32,44059
86692,19,2,5,2,19,16,12.2,18,53,57,"M","U",34900,26,42467
181488,19,2,3,1,15,12.5,10.33,21,32,73,"M","U",141700,38,0
28406,19,2,6,3,19,18,12,16,90,63,"M","H",422000,40,174957
19020,19,3,5,3,10,17,16.2,15,41,69,"F","H",158800,31,47598
5614,19,6,21,13,15,18.5,13.71,4,129,78,"M","H",180300,67,79882
116539,19,4,21,10,19,19.25,13.43,20,122,67,"F","U",160600,27,0
53611,18.25,5,10,4,15,8.8,8,18,41,43,"F","H",46800,26,30220
67075,18,6,13,10,20,17.5,13.23,17,124,51,"F","H",60900,43,48304
110094,18,2,5,3,15,12.5,10,16,105,44,"F","H",42100,27,21667
63612,18,1,2,0,16,16,13.5,18,40,29,"F","U",41600,0,43357
37747,18,3,8,5,17,15.67,13.38,16,52,37,"M","H",190900,20,70172
24386,18,2,4,0,18,17,11.5,18,52,48,"F","H",97700,27,46891
104234,18,3,14,6,12,11.33,9.14,19,119,42,"M","H",91500,30,62413
3579,18,2,3,1,10,18,15.33,15,24,37,"M","H",393700,48,87880
180786,18,2,14,7,12,11,9.5,17,105,76,"M","H",127100,47,51786
167755,18,1,4,3,16,16,13,19,68,56,"M","H",594000,33,153945
95727,18,5,9,3,19,17.8,15.56,15,69,45,"U","H",36400,43,49558
162759,18,3,7,3,25,18.33,14.43,19,64,57,"F","U",262000,18,0
31183,18,3,10,3,15,13.67,9.6,16,80,54,"M","H",62100,20,34794
141500,18,4,5,2,10,13,11.6,15,28,27,"M","H",72000,30,58224
82015,18,3,12,8,20,14,10.92,17,123,68,"F","H",54300,30,51625
189531,18,3,6,6,18,11.33,9.33,16,57,81,"F","U",81300,34,31203
45968,18,2,2,2,15,12.5,12.5,16,20,36,"F","H",115500,49,54367
141442,18,1,11,6,18,18,17.09,18,105,49,"M","H",94300,37,61099
138307,18,2,5,2,18,17.5,12.4,26,56,54,"F","U",171100,40,85679
190789,18,4,15,12,18,16.25,12,18,130,80,"M","U",177000,21,98346
131031,18,1,19,9,12,12,8.11,18,130,37,"F","H",67800,7,44684
4693,18,9,41,18,18,17.44,12.15,5,126,57,"F","H",242100,28,83472
177556,18,4,6,2,10,18,17.83,15,45,76,"F","H",61300,46,37139
71943,18,5,25,12,15,14.8,13.68,18,68,43,"M","U",41700,33,44677
124543,18,2,15,9,18,17,11.07,16,130,39,"M","H",68800,40,62380
41569,18,3,6,2,18,14.33,10,17,53,72,"F","H",107900,11,82495
101654,18,5,6,4,16,16.4,15.33,22,41,55,"F","H",63400,31,59705
785,18,1,6,3,20,15,17.5,5,66,52,"M","U",61300,12,16921
161309,18,1,7,4,16,16,11.86,18,93,42,"M","U",160100,32,40162
19260,17.5,2,4,2,16,13,8,16,74,53,"F","U",61000,39,42620
115088,17,3,4,4,15,9,8,20,41,77,"F","H",58600,71,37823
32857,17,2,8,5,15,13.5,9.63,16,105,55,"F","H",54000,38,40504
110519,17,3,17,9,17,15.67,10.71,21,106,59,"M","H",73200,30,49185
108983,17,2,8,6,17,16,12,17,104,72,"M","H",53500,31,26080
102317,17,8,20,10,5,11.13,8.1,15,86,54,"M","U",18400,16,0
74102,17,2,5,4,15,15,11.8,24,75,36,"F","H",49600,38,43854
97020,17,2,4,2,17,16,14.25,21,67,58,"F","H",63600,43,55540
171215,17,3,3,2,12,11.33,11.33,19,24,50,"M","H",132700,38,51105
170827,17,3,13,7,6,8.33,6.38,18,81,77,"F","H",125700,30,70144
96047,17,4,9,4,15,15.5,14.22,17,67,41,"M","U",47200,30,48554
169152,17,1,6,4,17,17,12,18,92,87,"F","H",197600,25,52363
35267,17,4,13,9,20,16.25,11.85,18,92,80,"M","H",89500,36,68443
168672,17,5,9,4,13,12,10,15,41,79,"F","U",90000,24,14288
167654,17,1,4,4,17,17,13.5,21,86,47,"M","U",367600,34,68804
4048,17,1,16,9,17,17,11.19,18,103,63,"F","U",101400,11,37766
186251,17,2,15,12,15,16,13.07,9,103,87,"F","H",383600,47,56402
90775,17,1,7,4,15,15,10.71,24,73,46,"M","H",109700,30,51904
40566,17,6,7,1,15,12.17,10.86,18,38,56,"F","U",153000,7,76025
157536,17,1,2,2,15,15,12.5,15,51,78,"F","H",300900,25,67216
38812,17,1,6,3,17,17,14.33,15,75,74,"F","H",377200,30,68869
156937,17,1,1,1,15,15,15,20,20,39,"M","H",160500,16,61999
149595,17,4,16,5,18,17.25,12.5,18,86,37,"M","H",254500,6,62824
149173,17,5,8,5,10,16.4,14.75,18,53,61,"M","H",347700,28,93607
18948,17,2,15,7,15,15.5,13.4,24,81,41,"U","U",113600,21,57708
143565,17,2,5,1,17,16,11.4,18,76,67,"F","H",138700,22,39524
144099,17,3,4,2,17,17.33,15.5,16,33,39,"F","U",5e+05,35,86256
143470,17,2,7,3,17,17,15.14,16,75,45,"M","H",411200,27,66971
